"verbinden","to connect, combine","verb","verband; hat verbunden","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"zusammentragen","to collect, collate","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"mobil","mobile","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"zeitgenössisch","contemporary","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"rund","around, about","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"ungefähr","roughly, approximately","adverb","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"beweglich","moveable","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"die Bühne","stage","noun","die Bühnen","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"aufbauen","to build/set up","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"drinnen","inside","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"draußen","outside","adverb","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"sowohl. . . als (auch)","both . . . and/as well as","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"der Strandkorb","wicker deckchair (lit. beach basket)","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"die Ostsee","Baltic Sea","","","German_Vocabulary_Boosters::03_Holidays_and_Celebrations"
"Darstellendes Spiel","drama (subject)","","","German_Vocabulary_Boosters::04_School"
"ordentlich ","neatly","","","German_Vocabulary_Boosters::04_School"
"(sich) anziehen","to attract, get dressed","verb","zog an; hat angezogen","German_Vocabulary_Boosters::04_School"
"kichern","to giggle","verb","kicherte; hat gekichert","German_Vocabulary_Boosters::04_School"
"lachen","to laugh","verb","lachte; hat gelacht","German_Vocabulary_Boosters::04_School"
"flüstern","to whisper","","","German_Vocabulary_Boosters::04_School"
"schwänzen","to skip school","verb","schwänzte; hat geschwänzt","German_Vocabulary_Boosters::04_School"
"Hof (m)","yard","","","German_Vocabulary_Boosters::04_School"
"Kugelschreiber (m)","biro","","","German_Vocabulary_Boosters::04_School"
"Ordner (m)","file","","","German_Vocabulary_Boosters::04_School"
"Aufgabe (f)","exercise","","","German_Vocabulary_Boosters::04_School"
"Aula (f)","assembly hall","","","German_Vocabulary_Boosters::04_School"
"nachsitzen","to stay in","","","German_Vocabulary_Boosters::04_School"
"Unterstützung (f)","support","noun","die Unterstützungen","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"geheimnisvolle Augen","mysterious eyes","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"schikanieren","to pick on","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"entschuldigen","to apologise","verb","entschuldigte; hat entschuldigt","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"kümmern","to look after, take care of","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Obdachlosen","homeless","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Spenden für die Umweltschutz","donations for the environment","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"gehbehinderten Menschen","disabled people","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Menschenrechte","human rights","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Gefängnis","prison","noun","die Gefängnisse","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Familienangehörige (m)","family member","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Nachbar (m)","neighbour","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Schnurrbart (m)","moustache","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Schwager (m)","brother-in-law","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Vetter (m)","cousin (male)","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Vogel (m)","bird","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Dame (f)","lady","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Glatze (f)","bald head","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Omi (f)","grandma","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Staatsangehörigkeit (f)","nationality","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Haustier (n)","pet","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Kaninchen (n)","rabbit","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Kind (n)","child","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Meerschweinchen (n)","guinea pig","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"buchstabieren","to spell","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"getrennt","separated","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"hässlich","ugly","adjective","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"ledig","single","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"tot","dead","adjective","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"verheiratet","married","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Mensch (m)","person, human being","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Verhältnis (n)","relationship","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Vertrauen (n)","trust","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"lächeln","to smile","verb","lächelte; hat gelächelt","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"lügen","to lie","verb","log; hat gelogen","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"ähnlich","similar","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"arm","poor","adjective","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"treu","loyal","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"vorsichtig","careful","adjective, adverb","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"zuverlässig","reliable","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"unüberlegt","rash, ill-considered","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"sich offenbaren","to manifest, show o.s.","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Eimer","bucket, pail","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"gut abschneiden","to come off well","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"übertrieben","exaggerated, excessive","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"sich anpassen an","to adapt/conform to something","expression","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"übernehmen","to take on, take over","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Koffer(-)","bag, case","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Friede","peace","noun","die Frieden","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"ruhig","calm, quiet","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Reiz(e)","stimulus, attraction, appeal","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"einströmen","to pour or flood in","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"verknüpfen","to combine, link, associate","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"beanspruchen","to claim, use, demand","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Weisheit","wisdom","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"verbieten","to forbid","verb","verbot; hat verboten","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"verüben","to commit, perpetrate","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"angezweifelt","questioned, challenged, doubted","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Autoritätsgläubigkeit","trust in authority","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Zeitungsverleger","newspaper publisher","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Hetzjagd","hounding, rush, hurry","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Gleichgültigkeit","indifference","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Entführung","abduction, kidnapping","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Das kommt darauf an","it depends","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"verantwortungsbewusst","responsible, conscientious","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"jeder","every, each person","pronoun","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Saal","room, venue","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Vernunft","reason","noun","no plural","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"vernünftig","sensible","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Reiseführer","travel guide book","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"ausbreiten","to spread (out)","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"der Onkel","uncle","noun","die Onkel","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"aufführen","to put on, stage, perform","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"das Durchhaltevermögen","perserverance, endurance","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"das Gesundheitswesen","health service","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Garantie(n)","guarantee","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"gemietet","rented","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"die Wecke","bread roll","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"stoßen auf","to come across","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"anderthalb","one and a half","","","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"umschreiben","to alter, change, transfer","verb","umschrieb; hat umschrieben","German_Vocabulary_Boosters::05_Family,_Friends_and_Relationships"
"Pilze","mushrooms","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"übergewichtig","overweight","adjective","","German_Vocabulary_Boosters::06_Health_and_Diet"
"sportscheu","unsporty","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"vorgestern","the day before yesterday","adverb","","German_Vocabulary_Boosters::06_Health_and_Diet"
"seit","since (time)","preposition","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Ohrenschmerzen","earache","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"tut weh","hurts","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"verstaucht","sprained","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"enttäuschen","to disappoint","verb","enttäuschte; hat enttäuscht","German_Vocabulary_Boosters::06_Health_and_Diet"
"Haut","skin","noun","die Häute","German_Vocabulary_Boosters::06_Health_and_Diet"
"eine Geldverschwendung","a waste of money","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Hals (m)","neck","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"erbrechen","to be sick, throw up","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Bauch (m)","gut, belly","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Magen","stomach","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"geschwollen","swollen","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Erste-Hilfe-Kasten (m)","first aid box","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Hals (m)","neck","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Krebs (m)","cancer","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Mund (m)","mouth","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Notruf (m)","emergency call","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Schnupfen (m)","cold","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Sicherheitsgurt (m)","safety belt","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Zeuge (m)","witness","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Zusammenstroß (m)","car crash","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Brust (f)","chest, breast","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Feuerwehr (f)","fire brigade","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Medikament (f)","medicine","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Pastille (f)","pastille","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Reparaturwerkstatt (f)","garage (repair)","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Reifenpanne (f)","puncture","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Rettung (f)","rescue","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Salbe (f)","cream (to rub on)","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Sicherheit (f)","safety","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Sprechstunde (f)","surgery, consulting hours","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Stimme (f)","voice","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Wunde (f)","wound","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Zunge (f)","tongue","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Blut (n)","blood","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Fieber (n)","fever","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Heftpflaster (n)","sticking plaster","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Knie (n)","knee","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"brechen","to break","verb","brach; hat gebrochen","German_Vocabulary_Boosters::06_Health_and_Diet"
"bremsen","to brake","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"husten","to cough","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"niesen","to sneeze","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"weh tun","to hurt","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"blass","pale","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"verletzt","wounded","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Achtung!","Watch out!","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"mir ist übel","I feel sick","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Vorsicht!","Be careful!","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Was ist los?","What's the matter?","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Werbung (f)","advertising","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Fert (n)","fat","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"trimmen","to get fit","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"zunehmen","to increase, put on weight","verb","nahm zu; hat zugenommen","German_Vocabulary_Boosters::06_Health_and_Diet"
"fettig","fatty, greasy","adjective","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Sprudel (m)","mineral water","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Nahrung (f)","food","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Scheibe (f)","slice","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Kalbfleisch (n)","veal","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Spiegelei (n)","fried egg","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"mischen","to mix","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"schneiden","to cut","verb","schnitt; hat geschnitten","German_Vocabulary_Boosters::06_Health_and_Diet"
"Anflauf (m)","baked pudding","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Becher (m)","mug","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Geruch (m)","smell","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Geschmack (m)","taste","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Löffel (m)","spoon","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Topf (m)","pan, dish","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Forelle (f)","trout","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Gaststätte (f)","pub, restaurant","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Getränkekarte (f)","wine list","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Selbstbedienung (f)","self service","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Stück (n)","piece","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Wiener Schnitzel (n)","veal cutlet, cooked in breadcrumbs","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"riechen","to smell","verb","roch; hat gerochen","German_Vocabulary_Boosters::06_Health_and_Diet"
"Das stimmt so","That's ok, keep the change","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Hat's geschmeckt?","Did you enjoy your meal?","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Herr Ober!","Waiter!","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"sauer","sour","adjective","","German_Vocabulary_Boosters::06_Health_and_Diet"
"Drogensüchtige (m)","drug addict","","","German_Vocabulary_Boosters::06_Health_and_Diet"
"praktisch","practical","adjective","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Fremdsprachen","foreign languages","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"üben","to practise","verb","übte; hat geübt","German_Vocabulary_Boosters::07_Professions_and_Future"
"Oberstufe","sixth form","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"eine hohe Lebensqualität","a high standard of life","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Diskussionsveranstaltungen","meetings","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Wirtschaft (f)","economy","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"man muss lernen umzugehen","you have to get to know","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Handel (m)","trade, commerce","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"der Lohn","salary, wage","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Tourismus (m)","tourism","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Abschlussprüfung","leaving, final exam","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Berufsausbildung (f)","vocational training","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Fachhochschule (f)","college","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Beamte (m)","official","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"ausrichten","to tell, give a message, arrange","verb","richtete aus; hat ausgerichtet","German_Vocabulary_Boosters::07_Professions_and_Future"
"austragen","to deliver (newspapers)","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"zurückrufen","to phone back","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"arbeitslos","unemployed","adjective","","German_Vocabulary_Boosters::07_Professions_and_Future"
"der Dozent","lecturer, professor","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"unentschlossen","undecided, indecisive","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"der Gedanke","thought, idea","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"der Wille","will","noun","die Willen","German_Vocabulary_Boosters::07_Professions_and_Future"
"das Kissen","pillow, cushion","noun","die Kissen","German_Vocabulary_Boosters::07_Professions_and_Future"
"in der Form (+gen)","in the shape of","","","German_Vocabulary_Boosters::07_Professions_and_Future"
"Reihenhaus","terraced house","","","German_Vocabulary_Boosters::08_House_and_Town"
"Flur (m)","hallway","","","German_Vocabulary_Boosters::08_House_and_Town"
"Mehrzweckraum (m)","utility room","","","German_Vocabulary_Boosters::08_House_and_Town"
