"das Buch","book","[sound:48200120107094057_13834_8ceb6.mp3][sound:32111218124700_13834_4cb43.mp3]","die Bücher","noun","neuter","1000_words_of_elementary_German::01_Level_1"
"das Ding","thing","","die Dinge","noun","neuter","1000_words_of_elementary_German::01_Level_1"
"stellen","to place","","","verb","","1000_words_of_elementary_German::01_Level_1"
"darstellen","to depict","[sound:48200120107094058_711191_06548.mp3][sound:32111218124700_711191_c6aff.mp3]","dargestellt","verb","","1000_words_of_elementary_German::01_Level_1"
"schreiben","to write","[sound:48200120107094058_94116_07e92.mp3][sound:32111218124700_94116_6e5e2.mp3]","schrieb; hat geschrieben","verb","","1000_words_of_elementary_German::01_Level_1"
"die Seite","side, page","[sound:48200120107094058_711192_a6032.mp3][sound:32111218124700_711192_8aacb.mp3]","die Seiten","noun","feminine","1000_words_of_elementary_German::01_Level_1"
"die Sprache","language","[sound:48200120107094058_13769_92ca8.mp3][sound:32111218124700_13769_8266d.mp3]","die Sprachen","noun","feminine","1000_words_of_elementary_German::01_Level_1"
"viel","a lot","[sound:48200120107094058_223357_6b9ce.mp3][sound:32111218124700_223357_61125.mp3]","","adj;  adv","","1000_words_of_elementary_German::01_Level_1"
"die Bedeutung","meaning","[sound:48200120107094058_711193_9464d.mp3][sound:32111218124700_711193_aadd3.mp3]","die Bedeutungen","noun","feminine","1000_words_of_elementary_German::01_Level_1"
"vielleicht","maybe","[sound:48200120107094058_13949_5363b.mp3][sound:32111218124700_13949_5cbed.mp3]","","adv","","1000_words_of_elementary_German::02_Level_2"
"wissen","to know (information)","[sound:48200120107094058_123740_92d97.mp3][sound:32111218124700_123740_d538f.mp3]","wusste, gewusst","verb","","1000_words_of_elementary_German::02_Level_2"
"erinnern","to remind (tr.)","","","verb","","1000_words_of_elementary_German::02_Level_2"
"die Erinnerung","memory","[sound:32120111060948_224257_1c835.mp3][sound:48200120107094058_224257_b96ea.mp3][sound:32111218124701_224257_96a4a.mp3]","die Erinnerungen","noun","feminine","1000_words_of_elementary_German::02_Level_2"
"der Begriff","concept","","","noun","masculine","1000_words_of_elementary_German::02_Level_2"
"die Farbe","colour","","","noun","feminine","1000_words_of_elementary_German::02_Level_2"
"rot","red","[sound:32120718100903_678875_f9f22.mp3][sound:48200120107094059_678875_a02e5.mp3][sound:32111218124701_678875_2b367.mp3]","","adj","none","1000_words_of_elementary_German::02_Level_2"
"schwarz","black","","","adj","","1000_words_of_elementary_German::02_Level_2"
"grün","green","[sound:32120718100903_7701_ac6db.mp3][sound:48200120107094059_7701_868bf.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"blau","blue","[sound:32120718100903_7704_20e95.mp3][sound:48200120107094059_7704_aa2f9.mp3][sound:32111218124701_7704_bfdc8.mp3][sound:55341000110711102049.mp3]","","adj; adv","","1000_words_of_elementary_German::02_Level_2"
"grau","grey","[sound:32120813154153_677471_ac7ad.mp3][sound:32120718100904_677471_67067.mp3][sound:48200120107094059_677471_610f9.mp3][sound:32111218124702_677471_0f369.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"gelb","yellow","[sound:32120718100904_689351_cef30.mp3][sound:48200120107094059_689351_8d534.mp3][sound:32111218124702_689351_66c2b.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"braun","brown","[sound:48200120107094059_689354_372bb.mp3][sound:32111218124702_689354_bde0a.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"golden","golden","[sound:48200120107094059_711197_724d0.mp3][sound:32111218124702_711197_711e8.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"silbern","silver","[sound:48200120107094059_711198_0e4be.mp3][sound:32111218124702_711198_b3f8a.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"lila","lilac/purple","[sound:32120718100904_7702_0ec19.mp3][sound:48200120107094059_7702_97fe5.mp3][sound:32111218124702_7702_d7b5e.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"orange","orange","[sound:32120718100904_7709_ae648.mp3][sound:48200120107094059_7709_fd3dd.mp3][sound:32111218124702_7709_43271.mp3]","","adj","","1000_words_of_elementary_German::02_Level_2"
"die Kunst","art","[sound:48200120107094059_13686_dd6e5.mp3][sound:32111218124702_13686_02057.mp3]","die Künste","noun","feminine","1000_words_of_elementary_German::02_Level_2"
"das Werk","work (eg of art)","[sound:32111218124748_223329_dc59c.mp3]","die Werke","noun","neuter","1000_words_of_elementary_German::02_Level_2"
"der Müll","rubbish","[sound:48200120110055710_711672_a7325.mp3]","-","noun","masculine","1000_words_of_elementary_German::02_Level_2"
"der Mülleimer","dustbin","[sound:48200120107095358_711199_518e4.mp3][sound:32111218124748_711199_9f63f.mp3]","die Mülleimer","noun","masculine","1000_words_of_elementary_German::02_Level_2"
"blöd","stupid, idiotic (coll.)","","","adj","","1000_words_of_elementary_German::02_Level_2"
"der Sinn","sense","[sound:48200120107102655_711270_78754.mp3][sound:32111218134321_711270_f4187.mp3]","die Sinne","noun","masculine","1000_words_of_elementary_German::02_Level_2"
"der Blödsinn","nonsense","[sound:48200120107095358_711200_83d40.mp3][sound:32111218124748_711200_5a27b.mp3]","-","noun","masculine","1000_words_of_elementary_German::02_Level_2"
"die Politik","politics","","","noun","feminine","1000_words_of_elementary_German::02_Level_2"
"das Gesetz","law","[sound:48200120107095358_294739_983ef.mp3]","die Gesetze","noun","neuter","1000_words_of_elementary_German::03_Level_3"
"wählen","to choose","","","verb","","1000_words_of_elementary_German::03_Level_3"
"die Demokratie","democracy","[sound:48200120107095358_711203_8255a.mp3]","die Demokratien","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"die Diktatur","dictatorship","[sound:48200120107095358_223886_3caf8.mp3]","die Diktaturen","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"politisch","political","","","adjective adverb","","1000_words_of_elementary_German::03_Level_3"
"der Staat","state","[sound:48200120107095359_711205_7fc67.mp3]","die Staaten","noun","masculine","1000_words_of_elementary_German::03_Level_3"
"der Bund","association","[sound:32120813154128_880995_0963e.mp3]","die Bünde","noun","masculine","1000_words_of_elementary_German::03_Level_3"
"die Bundesrepublik","Federal Republic","[sound:32120813152520_684726_ab440.mp3][sound:48200120107095359_684726_2e0f8.mp3]","","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"die Stadt","city","[sound:48200120107095359_13916_35a07.mp3]","die Städte","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"das Haus","house","[sound:48200120107095359_7658_d497b.mp3]","die Häuser","noun","neuter","1000_words_of_elementary_German::03_Level_3"
"zuhause","at home","[sound:48200120107095359_711206_00799.mp3]","","adv","","1000_words_of_elementary_German::03_Level_3"
"wohnen","to live (in a place)","[sound:83613000120708001637.mp3][sound:83613000120708001427.mp3][sound:48200120107095359_223509_8d24d.mp3]","wohnte  hat gewohnt","verb","","1000_words_of_elementary_German::03_Level_3"
"die Straße","street","[sound:48200120107095359_13781_c26a2.mp3][sound:8000111031151440.mp3][sound:91000111031145825.mp3]","die Straßen","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"die Nummer","number","[sound:32120813152522_5520_f95e8.mp3][sound:48200120107095359_5520_19f9f.mp3]","die Nummern","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"das Stockwerk","storey","[sound:48200120107095359_711207_3407c.mp3][sound:32111218124750_711207_00824.mp3]","die Stockwerke","noun","neuter","1000_words_of_elementary_German::03_Level_3"
"der Hof","courtyard","[sound:32120502065751_711208_00589.mp3][sound:48200120107095359_711208_bafa7.mp3]","die Höfe","noun","masculine","1000_words_of_elementary_German::03_Level_3"
"die Fahrt","journey","","","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"das Fahrrad","bicycle","","die Fahrräder","noun","neuter","1000_words_of_elementary_German::03_Level_3"
"steigen","to rise","[sound:32120223101903_711403_87c79.mp3][sound:48200120107110208_711403_d97ad.mp3]","stieg gestiegen","v","","1000_words_of_elementary_German::03_Level_3"
"der Bürgersteig","sidewalk","[sound:48200120107095400_679639_40c41.mp3][sound:32111218124750_679639_337f5.mp3]","die Bürgersteige","noun","masculine","1000_words_of_elementary_German::03_Level_3"
"der Fahrradweg","bicycle path","[sound:48200120107095400_679640_1f85d.mp3]","die Fahrradwege","noun","masculine","1000_words_of_elementary_German::03_Level_3"
"die Brücke","bridge","[sound:48200120107095400_187592_2968a.mp3]","die Brücken","noun","feminine","1000_words_of_elementary_German::03_Level_3"
"der Fluss","river","","die Flüsse","noun","masculine","1000_words_of_elementary_German::03_Level_3"
"das Wasser","water","[sound:32120601121759_711209_bf3dc.mp3][sound:48200120107095400_711209_75b89.mp3]","die Wasser, die Wässer","noun","neuter","1000_words_of_elementary_German::03_Level_3"
"der Sommer","summer","[sound:48200120107095400_711212_d8800.mp3][sound:32111218124751_711212_f7866.mp3]","die Sommer","noun","masculine","1000_words_of_elementary_German::03_Level_3"
"der Herbst","autumn","[sound:32120813154139_711213_89512.mp3][sound:32120502065749_711213_fb5da.mp3][sound:48200120107095400_711213_5ea89.mp3]","die Herbste","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"der Winter","Winter","[sound:32120813154129_711214_10047.mp3][sound:48200120107095400_711214_536f3.mp3]","die Winter","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"früh","early","[sound:32120718100855_286269_f26dd.mp3][sound:48200120107102655_286269_5d5a3.mp3]","","adj","","1000_words_of_elementary_German::04_Level_4"
"der Frühling","spring","[sound:48200120107095400_711215_82989.mp3][sound:32111218124751_711215_c62bd.mp3]","die Frühlinge","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"kalt","cold","","","adj","","1000_words_of_elementary_German::04_Level_4"
"warm","warm","[sound:32120813152529_677250_658ac.mp3][sound:83613000120729001647.mp3][sound:83613000120726195158.mp3][sound:32120718100856_677250_db79c.mp3][sound:48200120107095401_677250_42f50.mp3][sound:32111218124751_677250_a511c.mp3]","wärmer, am wärmsten","adjective, adverb","","1000_words_of_elementary_German::04_Level_4"
"nass","wet","[sound:32120718100856_422153_c6be1.mp3][sound:48200120107095401_422153_d728f.mp3][sound:32111218124751_422153_5f49e.mp3]","","adj","","1000_words_of_elementary_German::04_Level_4"
"schwül","muggy","","","adjective","","1000_words_of_elementary_German::04_Level_4"
"das Wetter","weather","[sound:83613000120729001707.mp3][sound:83613000120726195232.mp3][sound:48200120107095401_711217_d1a46.mp3][sound:32111218124751_711217_0f527.mp3]","no plural","noun","n","1000_words_of_elementary_German::04_Level_4"
"die Wolke","cloud","[sound:48200120107095401_223477_6ba68.mp3][sound:32111218124752_223477_536df.mp3]","die Wolken","noun","f","1000_words_of_elementary_German::04_Level_4"
"der Himmel","sky","[sound:48200120107095401_156715_d4d01.mp3][sound:32111218124752_156715_8c865.mp3]","die Himmel","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"der Mond","moon","[sound:48200120107095401_223793_4d99f.mp3][sound:32111218124752_223793_b498c.mp3]","die Monde","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"der Stern","star","[sound:32120813154145_293505_c77b1.mp3][sound:48200120107095401_293505_424b5.mp3][sound:32111218124752_293505_75e95.mp3]","die Sterne","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"der Raum","room","","die Räume","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"der Weltraum","(outer) space","[sound:48200120107095401_76625_32889.mp3][sound:32111218124752_76625_ddc40.mp3]","n/a","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"das All","universe","[sound:48200120107095401_711218_ba25e.mp3][sound:32111218124752_711218_81e61.mp3]","no plural","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"die Zeit","time","","die Zeiten","noun","f","1000_words_of_elementary_German::04_Level_4"
"die Uhr","watch","","die Uhre","noun","feminine","1000_words_of_elementary_German::04_Level_4"
"heute","today","","","adverb","","1000_words_of_elementary_German::04_Level_4"
"morgen","tomorrow","[sound:48200120107095402_684601_fe3fb.mp3][sound:32111218125821_684601_65bd3.mp3]","","adverb","","1000_words_of_elementary_German::04_Level_4"
"der Tag","day","[sound:83613000120729001424.mp3][sound:83613000120729001416.mp3][sound:83613000120726195111.mp3][sound:48200120107095402_33317_5efaf.mp3][sound:32111218125821_33317_b6aa3.mp3][sound:55341000110711101812.mp3]","die Tage","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"die Woche","week","[sound:83613000120728235529.mp3]","die Wochen","noun","f","1000_words_of_elementary_German::04_Level_4"
"der Monat","month","[sound:48200120107100315_13826_73a86.mp3][sound:32111218130125_13826_32ace.mp3]","die Monate","noun","masculine","1000_words_of_elementary_German::04_Level_4"
"ein","one","[sound:48200120107100315_300425_7f493.mp3][sound:32111218130125_300425_4f7de.mp3]","","art;  pron","m,f,n","1000_words_of_elementary_German::04_Level_4"
"nach","after, to","[sound:48200120107100315_300263_93c3d.mp3][sound:32111218130125_300263_7f3c4.mp3]","","prep","","1000_words_of_elementary_German::04_Level_4"
"wieder","again","[sound:48200120107100315_286329_9eb46.mp3][sound:32111218130126_286329_1d7e7.mp3]","","adv","","1000_words_of_elementary_German::05_Level_5"
"auch","also","[sound:48200120107100315_685395_ab134.mp3][sound:32111218130126_685395_01ded.mp3]","","adv","","1000_words_of_elementary_German::05_Level_5"
"immer","always","","","","","1000_words_of_elementary_German::05_Level_5"
"nie","never","[sound:48200120107100315_286352_dcad8.mp3][sound:32111218130126_286352_43393.mp3]","","adv","","1000_words_of_elementary_German::05_Level_5"
"weil","because","[sound:48200120107100316_422180_06c7a.mp3][sound:32111218130126_422180_36f30.mp3]","","conjunction","","1000_words_of_elementary_German::05_Level_5"
"aber","but","[sound:48200120107100316_677457_fd6ed.mp3][sound:32111218130126_677457_1f110.mp3]","","conjunction","","1000_words_of_elementary_German::05_Level_5"
"mal","times","[sound:48200120110044933_711477_a5c60.mp3]","","adv; modal particle","","1000_words_of_elementary_German::05_Level_5"
"manchmal","sometimes","[sound:48200120107100316_286350_b0b81.mp3][sound:32111218130126_286350_7fddb.mp3]","","adv","","1000_words_of_elementary_German::05_Level_5"
"alle","all, everybody","[sound:48200120107100316_300446_25fa4.mp3][sound:48200120107100316_711220_6667d.mp3][sound:32111218130126_300446_7a690.mp3][sound:32111218130126_711220_9935a.mp3]","","pron; adj","","1000_words_of_elementary_German::05_Level_5"
"Hallo!","Hello!","[sound:32120601121758_711221_06f3b.mp3][sound:48200120107100316_711221_2f346.mp3][sound:32111218130126_711221_7584f.mp3]","","phrase","","1000_words_of_elementary_German::05_Level_5"
"sehen","to see","[sound:48200120107094058_120895_f9070.mp3][sound:32111218124701_120895_9e0da.mp3][sound:55341000110711102237.mp3]","sah; hat gesehen","v","","1000_words_of_elementary_German::05_Level_5"
"Auf Wiedersehen!","Good bye!","[sound:48200120107100316_711223_45a71.mp3][sound:32111218130127_711223_7c64a.mp3]","","phrase","","1000_words_of_elementary_German::05_Level_5"
"Tschüss!","Bye!","[sound:32120601121759_288602_68bbb.mp3]","","greeting","","1000_words_of_elementary_German::05_Level_5"
"der Freund","friend, boyfriend","[sound:48200120107100316_223364_6ba7b.mp3][sound:32111218130127_223364_66cb8.mp3][sound:8000111031151507.mp3][sound:91000111031145902.mp3]","die Freunde","noun","masculine","1000_words_of_elementary_German::05_Level_5"
"glücklich","happy","","","adjective; adverb","","1000_words_of_elementary_German::05_Level_5"
"kennen","to know (someone/be familiar with)","[sound:518328000120714125358.mp3][sound:48200120107100316_3419_edc92.mp3][sound:32111218130127_3419_d0b55.mp3][sound:3197000111009025843.mp3]","kannte - hat gekannt","verb","","1000_words_of_elementary_German::05_Level_5"
"die Freundschaft","friendship","[sound:48200120107100316_711225_0738e.mp3][sound:32111218130127_711225_3104e.mp3]","die Freundschaften","noun","f","1000_words_of_elementary_German::05_Level_5"
"lieben","to love","","","","","1000_words_of_elementary_German::05_Level_5"
"schwer","hard","","","","","1000_words_of_elementary_German::05_Level_5"
"die Beziehung","relationship","[sound:48200120107100317_711228_adf83.mp3][sound:32111218130127_711228_a2ee8.mp3]","die Beziehungen","n","f","1000_words_of_elementary_German::05_Level_5"
"wir","we","[sound:48200120107100317_33420_4b856.mp3][sound:32111218130127_33420_08684.mp3]","","pronoun","","1000_words_of_elementary_German::05_Level_5"
"uns","us","[sound:48200120110060117_711708_2211a.mp3][sound:48200120107100317_300457_7edbe.mp3][sound:32111218130128_300457_4d037.mp3]","","pron","","1000_words_of_elementary_German::05_Level_5"
"das Bett","bed","[sound:48200120107100317_156694_9aa34.mp3][sound:32111218130128_156694_ef5d7.mp3]","die Betten","n","n","1000_words_of_elementary_German::05_Level_5"
"hoch","high","[sound:32120718100902_711230_0e3ae.mp3][sound:48200120107100317_711230_6cb7c.mp3][sound:32111218130128_711230_12109.mp3]","","adj; adv","","1000_words_of_elementary_German::05_Level_5"
"auf","1. on, 2. at","[sound:48200120107100317_300423_5d51b.mp3][sound:32111218130128_300423_691e9.mp3]","auf + das = aufs","prep","","1000_words_of_elementary_German::05_Level_5"
"nieder","low, down","[sound:48200120107100317_711231_b9470.mp3][sound:32111218130128_711231_02283.mp3]","","adv; verb particle; adj","","1000_words_of_elementary_German::06_Level_6"
"lustig","funny","[sound:32120718100853_2084156_30be2.mp3]","","","","1000_words_of_elementary_German::06_Level_6"
"der Spaß","fun","[sound:48200120107100317_671720_1493a.mp3][sound:32111218130128_671720_ef06d.mp3][sound:3197000111009023630.mp3]","","n","m","1000_words_of_elementary_German::06_Level_6"
"lachen","to laugh","[sound:48200120107100317_711232_3ffc9.mp3][sound:32111218130128_711232_1b8a2.mp3][sound:3197000111009023348.mp3]","lachte; hat gelacht","v","","1000_words_of_elementary_German::06_Level_6"
"der Streit","argument","[sound:48200120107100317_711233_d9832.mp3][sound:32111218130129_711233_854d9.mp3]","die Streite","noun","masculine","1000_words_of_elementary_German::06_Level_6"
"weinen","to cry","[sound:48200120107100317_224013_465fe.mp3][sound:32111218130129_224013_0b783.mp3]","","v","","1000_words_of_elementary_German::06_Level_6"
"traurig","sad","[sound:32120718100903_678560_c4906.mp3][sound:48200120107100318_678560_fff6c.mp3][sound:32111218130129_678560_adcf1.mp3][sound:3197000111009023937.mp3]","","adj;  adv","","1000_words_of_elementary_German::06_Level_6"
"sterben","to die","[sound:83613000120729001346.mp3][sound:83613000120726195036.mp3][sound:48200120107100318_14809_da180.mp3][sound:3197000111009024614.mp3]","stirbt; starb; ist gestorben","v","none","1000_words_of_elementary_German::06_Level_6"
"die Natur","nature","[sound:48200120107100318_711234_b9431.mp3][sound:32111218130129_711234_6ac2b.mp3]","-","n","f","1000_words_of_elementary_German::06_Level_6"
"das Tier","animal","[sound:83613000120729004220.mp3][sound:83613000120729001510.mp3]","die Tiere","n","n","1000_words_of_elementary_German::06_Level_6"
"wo","where","[sound:48200120107103629_677498_76bad.mp3]","","adverb","","1000_words_of_elementary_German::06_Level_6"
"irgendwo","somewhere","[sound:48200120107100318_223513_6d6ac.mp3][sound:32111218130129_223513_3bd1d.mp3]","","adverb","","1000_words_of_elementary_German::06_Level_6"
"wild","wild","[sound:48200120107100318_711235_b4c87.mp3][sound:32111218130129_711235_71610.mp3]","","adjective, adverb","","1000_words_of_elementary_German::06_Level_6"
"der Wald","forest","[sound:32120813152521_313083_f223f.mp3][sound:48200120107100318_313083_83690.mp3][sound:32111218130129_313083_128f3.mp3]","die Wälder","noun","masculine","1000_words_of_elementary_German::06_Level_6"
"der Baum","tree","[sound:83613000120708001723.mp3][sound:48200120107100318_7795_731da.mp3][sound:32111218130130_7795_851a3.mp3]","die Bäume","n","m","1000_words_of_elementary_German::06_Level_6"
"unter","under","[sound:48200120107100318_711236_6b544.mp3][sound:32111218130130_711236_07ab8.mp3]","unter + das = unters; unter + den = untern; unter + dem = unterm","prep","","1000_words_of_elementary_German::06_Level_6"
"das Dorf","village","","","","","1000_words_of_elementary_German::06_Level_6"
"der Bauernhof","farm","[sound:48200120107100318_711237_19364.mp3][sound:32111218130130_711237_810f2.mp3]","die Bauernhöfe","n","m","1000_words_of_elementary_German::06_Level_6"
"die Landschaft","countryside, landscape","[sound:32120813154142_711238_224cf.mp3][sound:48200120107100318_711238_59ab2.mp3][sound:32111218130130_711238_8b9a8.mp3]","die Landschaften","noun","f","1000_words_of_elementary_German::06_Level_6"
"das Gebiet","region","[sound:48200120107101037_711239_9f03a.mp3][sound:32111218133954_711239_c080b.mp3]","die Gebiete","n","n","1000_words_of_elementary_German::06_Level_6"
"bauen","to build","","","","","1000_words_of_elementary_German::06_Level_6"
"arbeiten","to work","[sound:83613000120707233339.mp3][sound:83613000120707233319.mp3][sound:48200120107101037_13907_e165a.mp3][sound:32111218133954_13907_f9dab.mp3]","","verb","","1000_words_of_elementary_German::06_Level_6"
"anstrengend","tiring","[sound:1714403_150306_1836_29.mp3]","","adj/adv","","1000_words_of_elementary_German::06_Level_6"
"sich ausruhen","to rest","[sound:48200120107101037_684511_e732c.mp3][sound:32111218133954_684511_aa8fd.mp3]","","v","","1000_words_of_elementary_German::06_Level_6"
"schlafen","to sleep","[sound:48200120107101037_8727_d63a8.mp3][sound:32111218133954_8727_5e4ce.mp3]","schlief; hat geschlafen","verb","","1000_words_of_elementary_German::06_Level_6"
"der Morgen","morning","[sound:48200120107101038_13819_2ed79.mp3][sound:32111218133955_13819_6fcb8.mp3][sound:55341000110711101742.mp3]","no plural","n","m","1000_words_of_elementary_German::07_Level_7"
"das Stück","piece","","die Stücke","noun","n","1000_words_of_elementary_German::07_Level_7"
"das Frühstück","breakfast","[sound:48200120107101038_711241_16a92.mp3][sound:32111218133955_711241_1378c.mp3]","die Früstücke","noun","neuter","1000_words_of_elementary_German::07_Level_7"
"spät","late","[sound:32120718100902_13925_6a135.mp3]","","adjective; adverb","","1000_words_of_elementary_German::07_Level_7"
"schnell","fast","[sound:32120718100902_711243_3d633.mp3][sound:48200120107101038_711243_8b561.mp3][sound:32111218133955_711243_3f882.mp3]","schneller; am schnellsten","adjective; adverb","","1000_words_of_elementary_German::07_Level_7"
"laufen","to run","","","verb","","1000_words_of_elementary_German::07_Level_7"
"die Frau","woman, wife","[sound:32111218124658_33343_e4dfe.mp3]","die Frauen","noun","feminine","1000_words_of_elementary_German::07_Level_7"
"die U-Bahn","subway; underground train system","[sound:48200120107101038_657575_7d90b.mp3][sound:32111218133955_657575_e89ea.mp3][sound:91000111031145911.mp3]","die U-Bahnen","n","f","1000_words_of_elementary_German::07_Level_7"
"die Karte","card","[sound:32120813154120_300125_13f65.mp3]","die Karten","n","f","1000_words_of_elementary_German::07_Level_7"
"die Fahrkarte","ticket","","die Fahrkarten","noun","femenine","1000_words_of_elementary_German::07_Level_7"
"schwarzfahren","to fare dodge","[sound:48200120107101038_711244_8387c.mp3][sound:32111218133955_711244_6f1db.mp3]","fuhr schwarz; ist schwarzgefahren","v","","1000_words_of_elementary_German::07_Level_7"
"der Mann","man, husband","[sound:48200120107094055_33344_db0db.mp3][sound:32111218124658_33344_cf3ff.mp3]","die Männer","noun","masculine","1000_words_of_elementary_German::07_Level_7"
"das Geld","money","[sound:48200120107102652_679644_d054f.mp3][sound:32111218134319_679644_86797.mp3]","die Gelder","noun","n","1000_words_of_elementary_German::07_Level_7"
"das Kind","child","[sound:48200120107094056_7789_62d8e.mp3][sound:32111218124658_7789_0b404.mp3]","die Kinder","noun","n","1000_words_of_elementary_German::07_Level_7"
"die Eltern","parents","","-","noun","pl","1000_words_of_elementary_German::07_Level_7"
"der Bus","bus","","die Busse","noun","masculine","1000_words_of_elementary_German::07_Level_7"
"die Leute","people","","","noun","pl","1000_words_of_elementary_German::07_Level_7"
"die Erde","earth","[sound:48200120107094056_223341_7bd01.mp3]","die Erden","n","f","1000_words_of_elementary_German::07_Level_7"
"das Bußgeld","fine","[sound:48200120107101038_711245_3c836.mp3][sound:32111218133955_711245_e7e7f.mp3]","die Bußgelder","n","n","1000_words_of_elementary_German::07_Level_7"
"das Land","country","","die Länder","noun","neuter","1000_words_of_elementary_German::07_Level_7"
"der Name","name","[sound:48200120107094056_13854_12eec.mp3]","die Namen","n","m","1000_words_of_elementary_German::07_Level_7"
"der Schaffner","train guard","[sound:48200120107101038_711246_eb61e.mp3][sound:32111218133956_711246_d9f89.mp3]","die Schaffner","noun","m","1000_words_of_elementary_German::07_Level_7"
"der Student","(college) student","[sound:48200120107101039_711247_5db3f.mp3][sound:32111218133956_711247_f4ebf.mp3]","die Studenten","n","m","1000_words_of_elementary_German::07_Level_7"
"der Kommilitone","fellow student","[sound:48200120107101039_711248_ebc72.mp3][sound:32111218133956_711248_5ea46.mp3]","die Kommilitonen","n","m","1000_words_of_elementary_German::07_Level_7"
"der Beruf","occupation","[sound:48200120107101039_711249_f8bab.mp3][sound:32111218133956_711249_2ee84.mp3]","die Berufe","noun","m","1000_words_of_elementary_German::07_Level_7"
"endlich","finally","[sound:48200120107101039_223403_77631.mp3][sound:32111218133956_223403_ee6b2.mp3]","","adv","","1000_words_of_elementary_German::08_Level_8"
"kriegen","to get","[sound:48200120107101039_223612_eef7a.mp3][sound:32111218133956_223612_53d70.mp3]","","v","","1000_words_of_elementary_German::08_Level_8"
"der Betrieb","business, company","","die Betriebe","noun","masculine","1000_words_of_elementary_German::08_Level_8"
"die Firma","company","[sound:48200120107101039_422096_8c4b3.mp3][sound:32111218133956_422096_75753.mp3]","die Firmen","noun","feminine","1000_words_of_elementary_German::08_Level_8"
"schön","beautiful","","","adj; adv","","1000_words_of_elementary_German::08_Level_8"
"die GmbH","limited liability company","[sound:32120813154121_711250_9fe1c.mp3][sound:48200120107101039_711250_eea45.mp3][sound:32111218133956_711250_a1e83.mp3]","die GmbHs","noun","f","1000_words_of_elementary_German::08_Level_8"
